_id,adi,is_nevi,is_nevi_tnm,akaryakit_dagitim_sirketi,lpg_dagitim_sirketi,tesis_turu,tesis_turu_tnm,ilce_uavt,ilce,mahalle_uavt,mahalle_adi,latitude,longtitude
549,Firma 326,1,Akaryakıt,Firma 19,,1,Aktif,1622,SİLİVRİ,191841,SEYMEN,41.15407884,28.16835354
550,Firma 324,1,Akaryakıt,Firma 5,,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,41.05192001,29.05209435
551,Firma 825,1,Akaryakıt,Firma 15,,1,Aktif,1708,ÜSKÜDAR,40788,BULGURLU,41.01459555,29.07573056
552,Firma 193,1,Akaryakıt,Firma 5,,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,41.01651655,28.81163703
553,Firma 249,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2004,BAĞCILAR,40168,GÜNEŞLİ,41.04140457,28.83227784
554,Firma 731,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1708,ÜSKÜDAR,40786,BARBAROS,41.00695521,29.02525145
555,Firma 744,1,Akaryakıt,Firma 5,,1,Aktif,1852,ÜMRANİYE,98699,NECİP FAZIL,41.01818585,29.17163602
556,Firma 560,2,Akaryakıt Lpg,Firma 2,Firma 48,1,Aktif,2053,ESENYURT,181500,ZAFER,41.01207548,28.68179064
557,Firma 22,2,Akaryakıt Lpg,Firma 10,,1,Aktif,2015,TUZLA,,,,
558,Firma 697,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1622,SİLİVRİ,40935,GÜMÜŞYAKA,41.08393012,28.03649832
559,Firma 394,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1782,BÜYÜKÇEKMECE,40929,KAMİLOBA,41.03783658,28.43729495
560,Firma 835,1,Akaryakıt,Firma 13,Firma 39,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,40.98942627,29.19538731
561,Firma 858,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,41.03704940,28.84613082
562,Firma 803,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1835,PENDİK,40643,ESENYALI,40.85610836,29.29127710
563,Firma 819,1,Akaryakıt,Firma 12,,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.07994225,28.20693349
564,Firma 731,2,Akaryakıt Lpg,Firma 12,Firma 36,1,Aktif,1708,ÜSKÜDAR,40790,CUMHURİYET,41.01139309,29.07532564
565,Firma 752,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2003,AVCILAR,40149,ÜNİVERSİTE,40.99051733,28.71819777
566,Firma 47,1,Akaryakıt,Firma 5,,1,Aktif,1852,ÜMRANİYE,98688,CEMİL MERİÇ,41.01667932,29.14160235
567,Firma 99,1,Akaryakıt,Firma 13,,1,Aktif,1782,BÜYÜKÇEKMECE,40868,PINARTEPE,41.00105092,28.61802638
568,Firma 648,1,Akaryakıt,Firma 23,,1,Aktif,1166,BAKIRKÖY,40193,ZEYTİNLİK,40.97239108,28.87823811
569,Firma 966,2,Akaryakıt Lpg,Firma 7,Firma 52,1,Aktif,2053,ESENYURT,181504,AKŞEMSEDDİN,41.01346337,28.69537048
570,Firma 424,1,Akaryakıt,Firma 3,,1,Aktif,2055,SULTANGAZİ,40477,HABİBLER,41.12971549,28.83778866
571,Firma 710,2,Akaryakıt Lpg,Firma 12,,1,Aktif,2015,TUZLA,40716,İÇMELER,40.84479138,29.30578453
572,Firma 215,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,40.93971866,29.13335023
573,Firma 699,,Bilinmiyor,Firma 5,Firma 14,1,Aktif,1835,PENDİK,40640,GÜLLÜ BAĞLAR,,
574,Firma 745,2,Akaryakıt Lpg,Firma 2,Firma 48,1,Aktif,2003,AVCILAR,40149,ÜNİVERSİTE,40.99363129,28.70950192
575,Firma 354,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,40.97195730,29.24918089
576,Firma 402,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,2004,BAĞCILAR,40162,MERKEZ,41.02977568,28.86348697
577,Firma 160,1,Akaryakıt,Firma 10,,1,Aktif,2049,ATAŞEHİR,99519,MİMAR SİNAN,40.98385675,29.16582970
578,Firma 237,2,Akaryakıt Lpg,Firma 10,Firma 33,1,Aktif,1663,ŞİŞLİ,40706,MERKEZ,41.06569501,28.98749277
579,Firma 738,1,Akaryakıt,Firma 10,Firma 33,1,Aktif,1835,PENDİK,,,40.90931038,29.29501351
580,Firma 396,1,Akaryakıt,Firma 10,,1,Aktif,1604,SARIYER,40704,MASLAK,41.11754302,29.02355514
581,Firma 919,2,Akaryakıt Lpg,Firma 33,Firma 10,1,Aktif,1237,ÇATALCA,40898,KALEİÇİ,41.15805446,28.45524206
582,Firma 248,1,Akaryakıt,Firma 9,,1,Aktif,1782,BÜYÜKÇEKMECE,40884,KUMBURGAZ,41.02653030,28.46566259
583,Firma 9,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1622,SİLİVRİ,40922,CUMHURİYET,41.07092768,28.27675878
584,Firma 637,1,Akaryakıt,,,1,Aktif,1325,EYÜPSULTAN,40366,GÜZELTEPE,41.08686180,28.95036422
585,Firma 206,1,Akaryakıt,Firma 12,,1,Aktif,2053,ESENYURT,181492,MEVLANA,41.00649879,28.66754133
586,Firma 17,1,Akaryakıt,Firma 5,,1,Aktif,1622,SİLİVRİ,40926,SEMİZKUMLAR,41.07527809,28.13285530
587,Firma 731,2,Akaryakıt Lpg,Firma 12,Firma 37,1,Aktif,2052,ÇEKMEKÖY,,,41.07607571,29.27753471
588,Firma 69,1,Akaryakıt,Firma 27,Firma 51,1,Aktif,1823,KÜÇÜKÇEKMECE,40605,İSTASYON,41.01450221,28.76814579
589,Firma 353,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1449,KARTAL,40558,ÇAVUŞOĞLU,40.89407129,29.19885509
590,Firma 258,1,Akaryakıt,Firma 5,,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,40.91730439,29.14367940
591,Firma 89,1,Akaryakıt,Firma 5,,1,Aktif,2003,AVCILAR,40148,CİHANGİR,40.99540152,28.70464770
592,Firma 55,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.01854550,28.56393513
593,Firma 757,2,Akaryakıt Lpg,,,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,40.98563868,29.20100302
594,Firma 150,2,Akaryakıt Lpg,Firma 3,,1,Aktif,2052,ÇEKMEKÖY,40758,ÖMERLİ,41.08486222,29.33214748
595,Firma 410,1,Akaryakıt,Firma 13,,1,Aktif,1183,BEŞİKTAŞ,40230,NİSBETİYE,41.06987982,29.01527361
596,Firma 664,1,Akaryakıt,Firma 13,,1,Aktif,1183,BEŞİKTAŞ,40235,LEVENT,41.08772462,29.01774089
597,Firma 794,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,2052,ÇEKMEKÖY,40751,EKŞİOĞLU,41.02663493,29.24273605
598,Firma 448,2,Akaryakıt Lpg,Firma 12,Firma 28,1,Aktif,1663,ŞİŞLİ,40708,PAŞA,41.04799605,28.96860150
599,Firma 331,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1186,BEYOĞLU,40265,YENİŞEHİR,41.04156691,28.97933781
600,Firma 731,1,Akaryakıt,Firma 12,,1,Aktif,1886,BAYRAMPAŞA,40207,ALTINTEPSİ,41.03651323,28.89363037
601,Firma 247,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2053,ESENYURT,40881,ATATÜRK,41.03602095,28.62405770
602,Firma 551,2,Akaryakıt Lpg,,,1,Aktif,2012,MALTEPE,40623,ZÜMRÜTEVLER,40.95044029,29.16276796
603,Firma 498,1,Akaryakıt,Firma 5,,1,Aktif,1421,KADIKÖY,40514,FENERBAHÇE,40.98061711,29.04183468
604,Firma 145,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2015,TUZLA,40722,ŞİFA,40.82407346,29.35201815
605,Firma 82,2,Akaryakıt Lpg,Firma 25,,1,Aktif,1708,ÜSKÜDAR,40819,SELAMİ ALİ,41.02753436,29.02624217
606,Firma 483,2,Akaryakıt Lpg,Firma 12,Firma 10,1,Aktif,1336,GAZİOSMANPAŞA,40449,YILDIZTABYA,41.06579205,28.93356718
607,Firma 750,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,2053,ESENYURT,181518,AŞIK VEYSEL,41.05541200,28.67180478
608,Firma 121,2,Akaryakıt Lpg,Firma 10,Firma 29,1,Aktif,2012,MALTEPE,40618,GİRNE,40.93778536,29.13796998
609,Firma 770,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,1782,BÜYÜKÇEKMECE,40883,GÜZELCE,41.00956266,28.52334775
610,Firma 679,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2004,BAĞCILAR,40162,MERKEZ,41.02964793,28.86681223
611,Firma 617,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2005,BAHÇELİEVLER,40184,ÇOBANÇEŞME,41.00099729,28.82271767
612,Firma 57,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2048,ARNAVUTKÖY,40483,BOĞAZKÖY İSTİKLAL,41.15285325,28.78756392
613,Firma 731,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1708,ÜSKÜDAR,40809,KISIKLI,41.02251880,29.07526394
614,Firma 469,1,Akaryakıt,Firma 5,,1,Aktif,2054,SANCAKTEPE,40576,FATİH,40.96642276,29.21650090
615,Firma 801,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,1449,KARTAL,40558,ÇAVUŞOĞLU,40.89677383,29.20341709
616,Firma 315,1,Akaryakıt,Firma 15,,1,Aktif,2053,ESENYURT,40858,SAADETDERE,41.00012885,28.69511540
617,Firma 190,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,41.08342301,28.37078083
618,Firma 888,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2015,TUZLA,40718,EVLİYA ÇELEBİ,40.83917265,29.29543120
619,Firma 431,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2014,SULTANBEYLİ,40949,ABDURRAHMANGAZİ,40.96939307,29.25715278
620,Firma 116,2,Akaryakıt Lpg,Firma 31,Firma 36,1,Aktif,1835,PENDİK,40633,BATI,40.87931655,29.22049877
621,Firma 820,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2015,TUZLA,40731,FATİH,40.92753109,29.34690737
622,Firma 368,2,Akaryakıt Lpg,Firma 3,Firma 11,1,Aktif,1835,PENDİK,40642,VELİBABA,40.89866138,29.25959823
623,Firma 251,1,Akaryakıt,Firma 15,,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,41.05981154,28.62519605
624,Firma 223,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,1835,PENDİK,40648,YEŞİLBAĞLAR,40.89684752,29.22487999
625,Firma 307,2,Akaryakıt Lpg,Firma 24,Firma 49,1,Aktif,1659,ŞİLE,191889,MEŞRUTİYET,41.16792395,29.56129221
626,Firma 420,2,Akaryakıt Lpg,Firma 12,Firma 36,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,41.01519328,28.90779069
627,Firma 884,1,Akaryakıt,Firma 13,,1,Aktif,1622,SİLİVRİ,40933,FEVZİPAŞA,41.09568787,27.99974117
628,Firma 593,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,1810,KAĞITHANE,40543,MERKEZ,41.08524513,28.97806908
629,Firma 398,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2016,ESENLER,40351,TUNA,41.05223539,28.85814548
630,Firma 795,2,Akaryakıt Lpg,Firma 9,Firma 26,1,Aktif,1336,GAZİOSMANPAŞA,40455,MERKEZ,41.05809494,28.90624368
631,Firma 856,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2052,ÇEKMEKÖY,40769,CUMHURİYET,41.02483800,29.22565949
632,Firma 295,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1810,KAĞITHANE,40541,HAMİDİYE,41.10135832,28.97994625
633,Firma 166,1,Akaryakıt,Firma 13,,1,Aktif,1421,KADIKÖY,40524,ERENKÖY,40.97086977,29.08365389
634,Firma 89,1,Akaryakıt,Firma 5,Firma 14,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,41.06737905,28.64951142
635,Firma 455,1,Akaryakıt,Firma 10,,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,41.04893433,29.05456576
636,Firma 83,1,Akaryakıt,Firma 12,,1,Aktif,2004,BAĞCILAR,40169,15 TEMMUZ,41.02742799,28.81262805
637,Firma 765,1,Akaryakıt,Firma 13,,1,Aktif,1185,BEYKOZ,40237,GÜMÜŞSUYU,41.13060422,29.09358583
638,Firma 635,2,Akaryakıt Lpg,,,1,Aktif,1886,BAYRAMPAŞA,40213,MURATPAŞA,41.05105998,28.90763786
639,Firma 829,1,Akaryakıt,Firma 10,,1,Aktif,1449,KARTAL,40563,KORDONBOYU,40.89834808,29.16409097
640,Firma 294,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2052,ÇEKMEKÖY,40749,ALEMDAĞ,41.05215547,29.23965046
641,Firma 132,1,Akaryakıt,Firma 3,,1,Aktif,2052,ÇEKMEKÖY,191995,KOÇULLU,41.08178999,29.34045862
642,Firma 607,1,Akaryakıt,Firma 12,,1,Aktif,1782,BÜYÜKÇEKMECE,40848,FATİH,41.02184205,28.58403678
643,Firma 386,1,Akaryakıt,Firma 3,,1,Aktif,2052,ÇEKMEKÖY,40753,ÇAMLIK,41.01450336,29.19039046
644,Firma 353,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,41.00805522,28.89697717
645,Firma 485,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2050,BAŞAKŞEHİR,40872,BAHÇEŞEHİR 2. KISIM,41.06005547,28.68809499
646,Firma 689,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,1237,ÇATALCA,40897,FERHATPAŞA,41.13283082,28.47029877
647,Firma 562,1,Akaryakıt,Firma 13,,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,41.04331261,28.80304559
648,Firma 579,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2004,BAĞCILAR,40176,100. YIL,41.05629933,28.85260992
649,Firma 182,1,Akaryakıt,Firma 15,,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,41.05127969,29.06445839
650,Firma 221,1,Akaryakıt,Firma 12,,1,Aktif,1237,ÇATALCA,191805,KESTANELİK,41.22746255,28.49171624
651,Firma 401,1,Akaryakıt,Firma 10,,1,Aktif,1835,PENDİK,,,40.90179529,29.24706720
652,Firma 26,1,Akaryakıt,Firma 12,,1,Aktif,1823,KÜÇÜKÇEKMECE,40591,ATATÜRK,41.04893356,28.79969520
653,Firma 84,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1449,KARTAL,40559,ESENTEPE,40.91110469,29.19526880
654,Firma 847,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1327,FATİH,99127,AKSARAY,41.00370175,28.94995966
655,Firma 766,4,Cng,,,1,Aktif,1325,EYÜPSULTAN,40359,ALİBEYKÖY,41.08395433,28.94878040
656,Firma 851,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1835,PENDİK,40644,ÇINARDERE,40.89574571,29.24902912
657,Firma 593,1,Akaryakıt,Firma 5,,1,Aktif,1604,SARIYER,40672,PINAR,41.10851251,29.02328986
658,Firma 220,1,Akaryakıt,Firma 5,Firma 14,1,Aktif,1823,KÜÇÜKÇEKMECE,40599,YARIMBURGAZ,41.04264208,28.75635697
659,Firma 624,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1835,PENDİK,40631,KAYNARCA,40.87607527,29.26301636
660,Firma 538,1,Akaryakıt,Firma 15,,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.08000350,28.20899049
661,Firma 89,2,Akaryakıt Lpg,Firma 9,Firma 26,1,Aktif,2053,ESENYURT,181522,KOZA,41.06871475,28.66075445
662,Firma 342,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1823,KÜÇÜKÇEKMECE,40605,İSTASYON,41.03370432,28.76812558
663,Firma 76,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1325,EYÜPSULTAN,40376,TOPÇULAR,41.04519721,28.91682936
664,Firma 617,1,Akaryakıt,Firma 3,,1,Aktif,2016,ESENLER,40354,HAVAALANI,41.05465828,28.86387982
665,Firma 111,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1622,SİLİVRİ,40931,SANCAKTEPE,41.07112997,28.11282106
666,Firma 363,2,Akaryakıt Lpg,,,1,Aktif,1852,ÜMRANİYE,98701,SARAY,41.03287382,29.11062108
667,Firma 741,1,Akaryakıt,Firma 2,,1,Aktif,1782,BÜYÜKÇEKMECE,40849,KARAAĞAÇ,41.10824568,28.59256998
668,Firma 465,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2048,ARNAVUTKÖY,40478,ARNAVUTKÖY MERKEZ,41.18201676,28.74285376
669,Firma 545,1,Akaryakıt,Firma 12,,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,41.01918556,28.91783023
670,Firma 100,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1823,KÜÇÜKÇEKMECE,40592,İNÖNÜ,41.02458108,28.80633273
671,Firma 730,2,Akaryakıt Lpg,Firma 12,Firma 10,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,41.07952740,28.62598391
672,Firma 990,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1782,BÜYÜKÇEKMECE,99334,ÇAKMAKLI,41.04084216,28.62583498
673,Firma 217,1,Akaryakıt,Firma 12,,1,Aktif,2054,SANCAKTEPE,40759,EMEK,41.00697284,29.18824372
674,Firma 308,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2016,ESENLER,40354,HAVAALANI,41.05624872,28.87563167
675,Firma 157,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,1823,KÜÇÜKÇEKMECE,40589,GÜLTEPE,40.98858144,28.79089044
676,Firma 737,1,Akaryakıt,Firma 15,,1,Aktif,2015,TUZLA,40723,İSTASYON,40.83580293,29.32389265
677,Firma 676,1,Akaryakıt,Firma 5,,1,Aktif,1739,ZEYTİNBURNU,40840,KAZLIÇEŞME,40.99128692,28.91961874
678,Firma 259,2,Akaryakıt Lpg,,,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,41.00221707,28.88614594
679,Firma 376,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1449,KARTAL,40565,ORTA,40.91055037,29.21150787
680,Firma 541,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,41.05805477,28.83089764
681,Firma 813,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,40.88079983,29.25514880
682,Firma 516,2,Akaryakıt Lpg,Firma 10,,1,Aktif,2053,ESENYURT,181518,AŞIK VEYSEL,41.06475707,28.67162883
683,Firma 304,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2015,TUZLA,40726,TEPEÖREN,40.94263139,29.37344999
684,Firma 148,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,2014,SULTANBEYLİ,40944,BATTALGAZİ,40.99005950,29.26385538
685,Firma 409,1,Akaryakıt,Firma 5,,1,Aktif,1810,KAĞITHANE,40539,GÜRSEL,41.07552344,28.96980524
686,Firma 834,2,Akaryakıt Lpg,Firma 27,Firma 51,1,Aktif,1336,GAZİOSMANPAŞA,40456,ŞEMSİPAŞA,41.06827877,28.90753223
687,Firma 597,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,41.04209302,28.85095980
688,Firma 744,2,Akaryakıt Lpg,Firma 5,Firma 14,1,Aktif,2053,ESENYURT,40866,YEŞİLKENT,41.02523913,28.65928705
689,Firma 353,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1823,KÜÇÜKÇEKMECE,40603,BEŞYOL,40.99637053,28.79663810
690,Firma 208,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2053,ESENYURT,40881,ATATÜRK,41.03699088,28.62478209
691,Firma 91,1,Akaryakıt,Firma 5,,1,Aktif,2048,ARNAVUTKÖY,40478,ARNAVUTKÖY MERKEZ,41.18601276,28.73928928
692,Firma 501,2,Akaryakıt Lpg,Firma 9,Firma 26,1,Aktif,1708,ÜSKÜDAR,40820,SELİMİYE,41.00983903,29.01226015
693,Firma 8,2,Akaryakıt Lpg,Firma 13,Firma 38,1,Aktif,1325,EYÜPSULTAN,,,41.19566588,28.82221018
694,Firma 302,2,Akaryakıt Lpg,Firma 12,,1,Aktif,2048,ARNAVUTKÖY,40489,HARAÇÇI,41.17913976,28.70304094
695,Firma 215,1,Akaryakıt,Firma 15,Firma 42,1,Aktif,1421,KADIKÖY,40525,SAHRAYICEDİT,40.98346922,29.09190576
696,Firma 744,1,Akaryakıt,Firma 13,,1,Aktif,2049,ATAŞEHİR,99749,ATATÜRK,40.98520369,29.10719444
697,Firma 359,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2050,BAŞAKŞEHİR,40357,BAŞAK,41.10452214,28.80430030
698,Firma 901,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2051,BEYLİKDÜZÜ,40873,KAVAKLI,40.98367542,28.64388918
699,Firma 317,1,Akaryakıt,Firma 12,,1,Aktif,1336,GAZİOSMANPAŞA,40459,BARBAROS HAYRETTİN PAŞA,41.07864913,28.89545498
700,Firma 721,2,Akaryakıt Lpg,Firma 9,Firma 46,1,Aktif,2053,ESENYURT,181504,AKŞEMSEDDİN,41.02222481,28.70110036
701,Firma 215,1,Akaryakıt,Firma 5,,1,Aktif,1782,BÜYÜKÇEKMECE,140376,MİMAROBA,41.01046948,28.53174022
702,Firma 444,2,Akaryakıt Lpg,Firma 33,Firma 10,1,Aktif,1237,ÇATALCA,40898,KALEİÇİ,41.15802798,28.45400215
703,Firma 971,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,2051,BEYLİKDÜZÜ,40874,CUMHURİYET,41.00491317,28.63757733
704,Firma 293,1,Akaryakıt,Firma 15,Firma 42,1,Aktif,2014,SULTANBEYLİ,40956,AKŞEMSETTİN,40.95121784,29.29730485
705,Firma 731,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1810,KAĞITHANE,40535,ÇAĞLAYAN,41.08103855,28.98676537
706,Firma 385,1,Akaryakıt,Firma 13,,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.08185536,28.21834158
707,Firma 855,1,Akaryakıt,Firma 7,,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,41.09601621,28.37413552
708,Firma 60,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,2012,MALTEPE,40617,AYDINEVLER,40.94585412,29.12744229
709,Firma 142,1,Akaryakıt,Firma 9,Firma 46,1,Aktif,1622,SİLİVRİ,40936,KAVAKLI,41.09109490,28.32816970
710,Firma 576,1,Akaryakıt,Firma 9,,1,Aktif,2014,SULTANBEYLİ,40953,YAVUZ SELİM,40.95069492,29.28183360
711,Firma 715,2,Akaryakıt Lpg,Firma 10,Firma 10,1,Aktif,1708,ÜSKÜDAR,40794,FERAH,41.03144810,29.07960182
712,Firma 90,1,Akaryakıt,Firma 13,,1,Aktif,1166,BAKIRKÖY,40196,ATAKÖY 7-8-9-10. KISIM,40.99209548,28.83306635
713,Firma 134,1,Akaryakıt,Firma 10,Firma 10,1,Aktif,1823,KÜÇÜKÇEKMECE,40591,ATATÜRK,41.06029844,28.78955456
714,Firma 602,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,41.02846585,28.91659513
715,Firma 130,2,Akaryakıt Lpg,,,1,Aktif,2051,BEYLİKDÜZÜ,40869,ADNAN KAHVECİ,40.99338983,28.63037763
716,Firma 292,2,Akaryakıt Lpg,Firma 15,Firma 42,1,Aktif,1336,GAZİOSMANPAŞA,40455,MERKEZ,41.05196898,28.91129632
717,Firma 731,2,Akaryakıt Lpg,Firma 12,Firma 47,1,Aktif,1852,ÜMRANİYE,98703,ŞERİFALİ,41.00559909,29.14620474
718,Firma 939,2,Akaryakıt Lpg,Firma 10,Firma 33,1,Aktif,1835,PENDİK,40653,YENİŞEHİR,40.93530869,29.32867668
719,Firma 353,2,Akaryakıt Lpg,Firma 13,Firma 39,1,Aktif,1325,EYÜPSULTAN,40379,GÖKTÜRK MERKEZ,41.17663651,28.89025116
720,Firma 11,1,Akaryakıt,Firma 13,,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,40.97776957,29.22081122
721,Firma 202,1,Akaryakıt,Firma 13,,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.01460591,28.54619023
